Word,American,English
adjourn%0A,əˈdʒɜrn,əˈdʒɜ:n
adjourning%0A,a'dʒɜnɪŋ,a'dʒɜ:nɪŋ
adjournment%0A,ə'dʒɜnmənt,ə'dʒɜ:nmənt
adjudge%0A,əˈdʒʌdʒ,əˈdʒʌdʒ
adjudicate%0A,əˈdʒudɪˌket,əˈdʒu:dɪkeɪt
adjudication%0A,əˌdʒudɪ'keɪʃn,əˌdʒu:dɪ'keɪʃn
adjunct%0A,ˈædʒˌʌŋkt,ˈædʒʌŋkt
adjuncts%0A,'ædʒʌŋkts,'ædʒʌŋkts
adjust%0A,əˈdʒʌst,əˈdʒʌst
adjustable%0A,ə'dʒʌstəbḷ,əˈdʒʌstəbl
adjusted%0A,ə'dʒʌstɪd,ə'dʒʌstɪd
adjuster%0A,ə'dʒʌstə,ə'dʒʌstə
adjustment%0A,əˈdʒʌstmənt,əˈdʒʌstmənt
adjusting%0A,ə'dʒʌstɪŋ,ə'dʒʌstɪŋ
adjutant%0A,ˈædʒətənt,ˈædʒʊtənt
adler%0A,"ˈɑdlɚ, ˈæd-",ˈædlə
adman%0A,ˈædˌmæn,ˈædmæn
administer%0A,ædˈmɪnɪstɚ,ədˈmɪnɪstə(r)
administrate%0A,əd'mɪnəˌstreɪt,əd'mɪnɪstreɪt
administration%0A, ædˌmɪnɪˈstreʃən,ədˌmɪnɪˈstreɪʃn
administrations%0A,ədmɪnɪst'reɪʃnz,ədmɪnɪst'reɪʃnz
administratively%0A,əd'mɪnɪstrətɪvlɪ,əd'mɪnɪstrətɪvlɪ
administrative%0A,ədˈmɪnɪstreɪtɪv,ədˈmɪnɪstrətɪv
administrator%0A,ædˈmɪnɪˌstretɚ,ədˈmɪnɪstreɪtə(r)
administrators%0A,əd'mɪnɪstreɪtəz,əd'mɪnɪstreɪtəz
admirable%0A,ˈædmərəbəl,ˈædmərəbl
admiral%0A,ˈædmərəl,ˈædmərəl
admirably%0A,'ædmərəblɪ,'ædmərəblɪ
admiralty%0A,'ædmərəltɪ,'ædmərəltɪ
admire%0A,ædˈmaɪr,ədˈmaɪə(r)
admiration%0A,ˌædməˈreʃən,ˌædməˈreɪʃn
admirer%0A,ədˈmaɪərər,ədˈmaɪərə(r)
admiringly%0A,əd'maɪərɪŋlɪ,əd'maɪərɪŋlɪ
admissible%0A,ædˈmɪsəbəl,ədˈmɪsəbl
admiring%0A,əd'maɪərɪŋ,əd'maɪərɪŋ
admissibility%0A,ədˌmɪsə'bɪlətɪ,ədˌmɪsə'bɪlətɪ
admission%0A,ædˈmɪʃən,ədˈmɪʃn
admissions%0A,əd'mɪʃnz,əd'mɪʃnz
admit%0A,ædˈmɪt,ədˈmɪt
admittance%0A,ædˈmɪtns,ədˈmɪtns
admonish%0A,ədˈmɑnɪʃ,ədˈmɒnɪʃ
admittedly%0A,ædˈmɪtɪdli,ədˈmɪtɪdli
admitting%0A,əd'mɪtɪŋ,əd'mɪtɪŋ
admitted%0A,əd'mɪtɪd,əd'mɪtɪd
admonition%0A,ˌædməˈnɪʃən,ˌædməˈnɪʃn
admonishment%0A,əd'mɑnɪʃmənt,əd'mɒnɪʃmənt
ado%0A,əˈdu,əˈdu:
adolescence%0A,ˌædlˈɛsəns,ˌædəˈlesns
adobe%0A,əˈdoʊbi,əˈdəʊbi
adolescents%0A,ædə'lesnts,ædə'lesnts
adolescent%0A,ˌædə'lesnt,ˌædəˈlesnt
adopt%0A,əˈdɑpt,əˈdɒpt
adoptable%0A,ə'dɒptəbəl,ə'dɒptəbl
adopted%0A,əˈdɑptɪd,əˈdɒptɪd
adoptee%0A,ə'dɒpti,ə'dɒpti:
adopter%0A,əˈdɑptə(r),əˈdɒptə(r)
adoption%0A,əˈdɑpʃn,əˈdɒpʃn
adoptive%0A,əˈdɑptɪv,əˈdɒptɪv
adorable%0A,"əˈdɔrəbəl,əˈdor-",əˈdɔ:rəbl
adoration%0A,ˌædəˈreʃən,ˌædəˈreɪʃn
adore%0A,"əˈdɔr, əˈdor",əˈdɔ:(r)
adorn%0A,əˈdɔrn,əˈdɔ:n
adornment%0A,əˈdɔrnmənt,ə'dɔ:nmənt
adorning%0A,ə'dɔnɪŋ,ə'dɔ:nɪŋ
adrenaline%0A,əˈdrɛnəlɪn,ə'drenəlɪn
adrenal%0A,æd'rinəl,æd'ri:nəl
adrenalin%0A,əˈdrɛnəlɪn,əˈdrenəlɪn
adriatic%0A,ˌedriˈætɪk,ˌeidriˈætik
adrift%0A,əˈdrɪft,əˈdrɪft
adroitly%0A,ə'drɔɪtlɪ,ə'drɔɪtlɪ
adroit%0A,əˈdrɔɪt,əˈdrɔɪt
adulation%0A,ˌædʒəˈleɪʃn,ˌædjuˈleɪʃn
adulate%0A,ˈædʒəˌlet,'ædʒʊleɪt
adult%0A," əˈdʌlt, ˈædʌlt",ˈædʌlt
adulterated%0A,ə'dʌltəˌreɪtɪd,ə'dʌltəreɪtɪd
adulterate%0A,əˈdʌltəˌret,əˈdʌltəreɪt
adulteration%0A,əˌdʌltə'reɪʃn,əˌdʌltə'reɪʃn
adulterer%0A,əˈdʌltəɚ,əˈdʌltərə(r)
adultery%0A,"əˈdʌltəri,-tri",əˈdʌltəri
adulterous%0A,"əˈdʌltərəs, -trəs",ə'dʌltərəs
adulthood%0A,'ædʌlthʊd,ˈædʌlthʊd
adults%0A,æ'dʌlts,æ'dʌlts
advance%0A,ədˈvæns,ədˈvɑ:ns
advancement%0A,ədˈvænsmənt,ədˈvɑ:nsmənt
advanced%0A,ədˈvænst,ədˈvɑ:nst
advancer%0A,əd'vɑnsə,əd'vɑ:nsə
advances%0A,əd'vansɪz,əd'va:nsɪz
advancing%0A,ədˈvænsɪŋ,ədˈvɑ:nsɪŋ
advantage%0A,ədˈvæntɪdʒ,ədˈvɑ:ntɪdʒ
advantaged%0A,ədˈvæntɪdʒd,ədˈvɑ:ntɪdʒd
advantageous%0A,"ˌædvænˈtedʒəs, -vən-",ˌædvənˈteɪdʒəs
advection%0A,æd'vekʃən,æd'vekʃən
advent%0A,ˈædˌvɛnt,ˈædvent
adventure%0A,ædˈvɛntʃɚ,ədˈventʃə(r)
adventist%0A,"ˈædˌvɛntɪst, ædˈvɛn-","ˈædˌventɪst, ædˈven-"
adventurer%0A,ædˈvɛntʃəɚ,ədˈventʃərə(r)
adventurous%0A,ædˈvɛntʃərəs,ədˈventʃərəs
adventuresome%0A,ədˈventʃərsəm,ədˈventʃəsəm
adventurism%0A,ædˈvɛntʃəˌrɪzəm,ədˈventʃərɪzəm
adverbs%0A,'ædvɜbz,'ædvɜ:bz
adversarial%0A,ˌædvərˈseriəl,ˌædvəˈseəriəl
adverb%0A,ˈædvɜrb,ˈædvɜ:b
adverbial%0A,æd'vɜbɪrl,æd'vɜ:bɪəl
adverse%0A,ˈædvɜrs,ˈædvɜ:s
adversary%0A,ˈædvərseri,ˈædvəsəri
advertisement%0A,ˌædvərˈtaɪzmənt,ədˈvɜ:tɪsmənt
adversity%0A,ədˈvɜrsəti,ədˈvɜ:səti
advertised%0A,'ædvətaɪzd,'ædvətaɪzd
adversely%0A,əd'vɜslɪ,əd'vɜ:slɪ
advertise%0A,ˈædvərtaɪz,ˈædvətaɪz
advertisements%0A,əd'vɜtɪsmənts,əd'vɜ:tɪsmənts
advertiser%0A,ˈædvərtaɪzə(r),ˈædvətaɪzə(r)
advertising%0A,ˈædvərtaɪzɪŋ,ˈædvətaɪzɪŋ
advertorial%0A,ˌædvərˈtɔriəl,ˌædvəˈtɔ:riəl
advice%0A,əd'vaɪs,ədˈvaɪs
advisable%0A,ædˈvaɪzəbəl,ədˈvaɪzəbl
advise%0A,ædˈvaɪz,ədˈvaɪz
advisability%0A,ədˌvaɪzə'bɪlətɪ,ədˌvaɪzə'bɪlətɪ
advised%0A,əd'vaɪzd,əd'vaɪzd
advisedly%0A,ædˈvaɪzɪdli,ədˈvaɪzədli
advisement%0A,ædˈvaɪzmənt,ədˈvaɪzmənt
adviser%0A,ædˈvaɪzɚ,ədˈvaɪzə(r)
advisers%0A,əd'vaɪzəz,əd'vaɪzəz
advisor%0A,ædˈvaɪzɚ,əd'vaɪzə
advising%0A,əd'vaɪzɪŋ,əd'vaɪzɪŋ
advisory%0A,ædˈvaɪzəri,ədˈvaɪzəri
advocacy%0A,ˈædvəkəsi,ˈædvəkəsi
advocate%0A,ˈædvəˌket,ˈædvəkeɪt
advocation%0A,ˌædvə'keɪʃən,ædvə'keɪʃən
adz%0A,ædz,ædz
aegean%0A,i'dʒiən,i:'dʒi:ən
aegis%0A,ˈidʒɪs,ˈi:dʒɪs
aeneas%0A,ɪˈniəs,iˈni:əs
aeneid%0A,'inɪd,'i:nɪd
aerial%0A,ˈeriəl,ˈeəriəl
aerials%0A,'eərɪrlz,'eərɪəlz
aerie%0A,"ˈɛri, ˈɪri",ˈɛəri
aero%0A,'eroʊ,'eərəʊ
aerobatics%0A,ˌerəˈbætɪks,ˌeərəˈbætɪks
aerobatic%0A,ˌeərə'bætɪk,ˌeərə'bætɪk
aerobic%0A,eˈroʊbɪk,eəˈrəʊbɪk
aerobics%0A,eˈroʊbɪks,eəˈrəʊbɪks
aerodynamic%0A,ˌeəroʊdaɪ'næmɪk,ˌeərəʊdaɪ'næmɪk
aerodynamicist%0A,eəroʊdaɪ'næmɪsɪst,eərəʊdaɪ'næmɪsɪst
aerodynamically%0A,ˌeəroʊdaɪ'næmɪklɪ,ˌeərəʊdaɪ'næmɪklɪ
aerodrome%0A,ˈerədroʊm,ˈeərədrəʊm
aerodynamics%0A,ˌeroʊdaɪˈnæmɪks,ˌeərəʊdaɪˈnæmɪks
aerodyne%0A,'erəˌdaɪn,'eərədaɪn
aerojet%0A,'eəroʊdʒet,'eərəʊdʒet
aeronautic%0A,ˌerə'nɔtɪk,ˌeərə'nɔ:tɪk
aeronautics%0A,ˌerəˈnɔtɪks,ˌeərəˈnɔ:tɪks
aeronautical%0A,ˌeərə'nɔtɪkl,ˌeərə'nɔ:tɪkl
aerosol%0A,ˈerəsɔl,ˈeərəsɒl
aerosols%0A,'eərəsɒlz,'eərəsɒlz
aerospace%0A,ˈeroʊspeɪs,ˈeərəʊspeɪs
aerostat%0A,ˈerəstæt,ˈeərəstæt
aesop%0A,"ˈisəp, -ˌsɑp",ˈi:sɔp
aesthete%0A,ˈɛsθit,ˈi:sθi:t
aesthetes%0A,is'θits,i:s'θi:ts
aesthetic%0A,ɛsˈθɛtɪk,i:sˈθetɪk
aetna%0A,ˈɛtnə,ˈetnə
aesthetically%0A,es'θetɪklɪ,es'θetɪklɪ
aesthetics%0A,ɛsˈθɛtɪks,i:s'θetɪks
afar%0A,əˈfɑr,əˈfɑ:(r)
affable%0A,ˈæfəbəl,ˈæfəbl
affably%0A,'æfəblɪ,'æfəblɪ
affair%0A,əˈfer,əˈfeə(r)
affect%0A,əˈfɛkt,əˈfekt
affectation%0A,ˌæfɛkˈteʃən,ˌæfekˈteɪʃn
affecting%0A,əˈfɛktɪŋ,əˈfektɪŋ
affected%0A,əˈfɛktɪd,əˈfektɪd
affection%0A,əˈfɛkʃən,əˈfekʃn
affectionate%0A,əˈfɛkʃənɪt,əˈfekʃənət
affective%0A,əˈfɛktɪv,əˈfektɪv
affiant%0A,ə'faɪənt,ə'faɪənt
affectionately%0A,ə'fekʃənətlɪ,ə'fekʃənətlɪ
affectively%0A,ə'fektɪvlɪ,ə'fektɪvlɪ
afferent%0A,'æfərənt,'æfərənt
affidavit%0A,ˌæfɪˈdevɪt,ˌæfəˈdeɪvɪt
affiliate%0A,əˈfɪliˌeɪt,əˈfɪlieɪt
affiliation%0A,əˌfɪliˈeɪʃn,əˌfɪliˈeɪʃn
affiliations%0A,əfɪl'ɪeɪʃnz,əfɪl'ɪeɪʃnz
affined%0A,ə'faɪnd,ə'faɪnd
affine%0A,ə'faɪn,ə'faɪn
affining%0A,ə'faɪnɪŋ,ə'faɪnɪŋ
affinity%0A,əˈfɪnɪti,əˈfɪnəti
affirmation%0A,ˌæfɚˈmeʃən,ˌæfə'meɪʃn
affirm%0A,əˈfɜrm,əˈfɜ:m
affirmative%0A,əˈfɜrmətɪv,əˈfɜ:mətɪv
affirmatively%0A,ə'fɜmətɪvlɪ,ə'fɜ:mətɪvlɪ
affix%0A,əˈfɪks,əˈfɪks
afflict%0A,əˈflɪkt,əˈflɪkt
afflicting%0A,ə'flɪktɪŋ,ə'flɪktɪŋ
affliction%0A,əˈflɪkʃən,əˈflɪkʃn
affluent%0A,"ˈæfluənt, əˈflu-",ˈæfluənt
affluence%0A,"ˈæfluəns, əˈflu-",'æflʊəns
afford%0A,əˈfɔrd,əˈfɔ:d
affordability%0A,əˌfɔdə'bɪlətɪ,əˌfɔ:də'bɪlətɪ
affricate%0A,ˈæfrɪkɪt,ˈæfrɪkət
affrication%0A,æfrɪ'keɪʃən,æfrɪ'keɪʃən
affront%0A,əˈfrʌnt,əˈfrʌnt
affronted%0A,əf'rʌntɪd,əf'rʌntɪd
affordable%0A,"əˈfɔrdəbəl, əˈfor-",ə'fɔ:dəbl
afghani%0A,"æfˈɡæni, -ˈɡɑni",æfˈɡæni
aficionado%0A,əˌfɪʃəˈnɑdoʊ,əˌfɪʃəˈnɑ:dəʊ
afield%0A,əˈfild,əˈfi:ld
afire%0A,əˈfaɪr,ə'faɪə
aflatoxin%0A,ˌæflə'tɒksɪn,ˌæflə'tɒksɪn
aflame%0A,əˈflem,əˈfleɪm
afghanistan%0A,æf'ɡænɪstæn,æf'ɡænɪstæn
afloat%0A,əˈfloʊt,əˈfləʊt
aflutter%0A,ə'flʌtə,ə'flʌtə
afoot%0A,əˈfʊt,əˈfʊt
aforementioned%0A,əˌfɔrˈmenʃənd,əˌfɔ:ˈmenʃənd
aforesaid%0A,"əˈfɔrˌsɛd, əˈfor-",ə'fɔ:sed
aforethought%0A,əˈfɔrθɔt,əˈfɔ:θɔ:t
afoul%0A,əˈfaʊl,əˈfaʊl
afresh%0A,əˈfrɛʃ,əˈfreʃ
afraid%0A,əˈfred,əˈfreɪd
africa%0A,ˈæfrɪkə,'æfrɪkə
african%0A,ˈæfrɪkən,ˈæfrɪkən
africanist%0A,ˈæfrɪkənɪst,ˈæfrikənist
africanize%0A,ˈæfrɪkəˌnaɪz,ˈæfrikənaiz
afrikaans%0A,"ˌæfrɪˈkɑns, -ˈkɑnz",ˌæfrɪˈkɑ:ns
afrikaner%0A,ˌæfrɪˈkɑnɚ,ˌæfrɪˈkɑ:nə(r)
afro%0A,ˈæfroʊ,ˈæfrəʊ
afrocentric%0A,ˌæfroˈsɛntrɪk,ˌæfrəʊˈsentrɪk
aft%0A,æft,ɑ:ft
aftereffect%0A,'ɑftərəˌfekt,'ɑ:ftərɪfˌekt
after%0A,ˈæftə(r),ˈɑ:ftə(r)
afterglow%0A,ˈæftərgloʊ,ˈɑ:ftəgləʊ
afterburner%0A,ˈæftərbɜrnər,ˈɑ:ftəbɜ:nə(r)
afterimage%0A,'ɑftəˌɪmɪdʒ,'ɑ:ftərˌɪmɪdʒ
afterhours%0A,'ɑftə'aʊəz,'ɑ:ftər'aʊəz
afterlife%0A,ˈæftərlaɪf,ˈɑ:ftəlaɪf
aftermarket%0A,ˈæftɚˌmɑrkɪt,'ɑ:ftəˌmɑ:kɪt
aftermaths%0A,'aftəmæθ,'a:ftəmæθ
afternoon%0A,ˌæftərˈnun,ˌɑ:ftəˈnu:n
aftermath%0A,ˈæftərmæθ,ˈɑ:ftəmæθ
afternoons%0A,ˌæftərˈnunz,ˌɑ:ftəˈnu:nz
aftershave%0A,ˈæftərʃeɪv,ˈɑ:ftəʃeɪv
aftershock%0A,ˈæftərʃɑk,ˈɑ:ftəʃɒk
aftershocks%0A,'ɑftəʃɒks,'ɑ:ftəʃɒks
aftertax%0A,'ɑftəˌtæks,'ɑ:ftəˌtæks
afterthought%0A,ˈæftərθɔt,ˈɑ:ftəθɔ:t
afterward%0A,ˈæftəwəd,'ɑ:ftəwəd
afterwards%0A,ˈæftərwərdz,ˈɑ:ftəwədz
ag%0A,æx,æx
aga%0A,'ɑɡə,'ɑ:ɡə
again%0A,əˈɡɛn,əˈgen
agamemnon%0A,"ˌæɡəˈmɛmˌnɑn, -nən",ˌæɡəˈmemnən
against%0A,əˈɡenst,əˈgenst
agana%0A,"əˈɡɑnjə, ɑˈɡɑnjɑ",əˈɡa:njə
agape%0A,əˈgeɪp,ˈægəpi
agar%0A,'eɪɡɑr,ˈeɪgɑ:(r)
agassiz%0A,ˈæɡəsi,ˈægəsi:
agate%0A,ˈæɡɪt,ˈægət
age%0A,edʒ,eɪdʒ
aged%0A,ˈedʒɪd,eɪdʒd
agee%0A,ə'dʒi,ə'dʒi:
ageless%0A,ˈedʒlɪs,ˈeɪdʒləs
agency%0A,ˈedʒənsi,ˈeɪdʒənsi
agenda%0A,əˈdʒɛndə,əˈdʒendə
agent%0A,ˈedʒənt,ˈeɪdʒənt
ager%0A,'eɪdʒə,'eɪdʒə
ageratum%0A,ˌædʒə'reɪtəm,ˌædʒə'reɪtəm
aggie%0A,'ægɪ,'ægɪ
aggies%0A,'æɡiz,'æɡi:z
agglomeration%0A,əˌglɑməˈreɪʃn,əˌglɒməˈreɪʃn
agglomerate%0A,əˌglɑməreɪt,əˈglɒməreɪt
aggrandizement%0A,əˈɡrændɪzmənt,əˈgrændɪzmənt
aggrandize%0A,"əˈɡrænˌdaɪz, ˈæɡrən-",ə'grændaɪz
agglutinate%0A,ə'glutənˌeɪt,ə'glu:tɪneɪt
aggravate%0A,ˈæɡrəˌvet,ˈægrəveɪt
aggravation%0A,ˌæɡrəˈveʃən,ˌæɡrə'veɪʃn
aggravating%0A,'æɡrəveɪtɪŋ,'æɡrəveɪtɪŋ
aggregate%0A,ˈæɡrɪɡɪt,ˈægrɪgət
aggregated%0A,'ægrɪgɪtɪd,'ægrɪgɪtɪd
aggress%0A,ə'gres,ə'gres
aggression%0A,əˈɡrɛʃən,əˈgreʃn
aggressively%0A,əˈɡrɛsɪvlɪ,ə'ɡresɪvlɪ
aggressive%0A,əˈɡrɛsɪv,əˈgresɪv
aggressivity%0A,əɡre'sɪvɪtɪ,əɡre'sɪvɪtɪ
aggressiveness%0A,ə'ɡresɪvnəs,ə'ɡresɪvnəs
aggressor%0A,əˈɡrɛsɚ,əˈgresə(r)
aggrieved%0A,əˈɡrivd,əˈgri:vd
aggrieve%0A,əˈɡriv,ə'gri:v
aghast%0A,əˈgæst,əˈgɑ:st
agile%0A,ˈædʒl,ˈædʒaɪl
agin%0A,ə'gɪn,ə'gɪn
aftertaste%0A,ˈæftərteɪst,ˈɑ:ftəteɪst
agility%0A,əˈdʒɪlɪti,ə'dʒɪlətɪ
agincourt%0A,"ˈædʒɪnˌkɔrt, -ˌkort",ˈædʒinkɔ:t
aging%0A,ˈedʒɪŋ,'eɪdʒɪŋ
agitate%0A,ˈædʒɪˌtet,ˈædʒɪteɪt
agitated%0A,ˈædʒəˌtetɪtɪd,ˈædʒɪteɪtɪd
agitation%0A,ˌædʒɪˈteʃən,ˌædʒɪˈteɪʃn
agitating%0A,'ædʒɪteɪtɪŋ,'ædʒɪteɪtɪŋ
agitator%0A,ˈædʒɪˌtetɚ,ˈædʒɪteɪtə(r)
agitprop%0A,ˈædʒɪtprɑp,ˈædʒɪtprɒp
agleam%0A,əˈɡlim,əˈgli:m
aglow%0A,əˈgloʊ,əˈgləʊ
aglitter%0A,ə'glɪtə,ə'glɪtə
agnes%0A,ˈæɡnɪs,ˈæɡnis
agnew%0A,"ˈæɡˌnu, -ˌnju","ˈægˌnu:, -ˌnju:"
agnostic%0A,ægˈnɑstɪk,ægˈnɒstɪk
ago%0A,əˈgoʊ,əˈgəʊ
agog%0A,əˈgɑg,əˈgɒg
agonist%0A,'ægənɪst,'ægənɪst
agonize%0A,ˈæɡəˌnaɪz,ˈægənaɪz
agonizing%0A,ˈæɡəˌnaɪzɪŋ,ˈægənaɪzɪŋ
agora%0A,ˈægərə,ˈægɒrə
agonizingly%0A,ˈæɡənaɪzɪŋli,ˈægənaɪzɪŋli
agony%0A,ˈæɡəni,ˈægəni
agoraphobia%0A,ˌægərəˈfoʊbiə,ˌægərəˈfəʊbiə
agra%0A,ˈɑɡrə,ˈɑ:ɡrə
agrarian%0A,əˈgreriən,əˈgreəriən
agrarianism%0A,ə'grerɪrnˌɪzəm,ə'greərɪənɪzəm
agree%0A,əˈɡri,əˈgri:
agreed%0A,ə'grid,ə'gri:d
agreeable%0A,əˈɡriəbəl,əˈgri:əbl
agreement%0A,əˈɡrimənt,əˈgri:mənt
agreements%0A,əɡ'rimənts,əɡ'ri:mənts
agricola%0A,əˈɡrɪkələ,əˈɡrikələ
agricultural%0A,ˌæɡrɪ'kʌltʃərəl,ˌæɡrɪ'kʌltʃərəl
agribusiness%0A,ˈæɡrəˌbɪznɪs,ˈægrɪbɪznəs
agriculture%0A,ˈæɡrɪˌkʌltʃɚ,ˈægrɪkʌltʃə(r)
agriculturalist%0A,ˌæɡrɪˈkʌltʃərəlɪst,ˌægrɪˈkʌltʃərəlɪst
agro%0A,'ægroʊ,'ægrəʊ
agroindustrial%0A,ˌægroʊɪn'dʌstriəl,ægrəʊɪn'dʌstrɪəl
agrochemical%0A,ˌægroʊˈkemɪkl,ˌægrəʊˈkemɪkl
agrochemicals%0A,æɡ'rɒkemɪklz,æɡ'rɒkemɪklz
agronomist%0A,əˈgrɑnəmɪst,əˈgrɒnəmɪst
aground%0A,əˈɡraʊnd,əˈgraʊnd
aguadilla%0A,"ˌɑɡwəˈdiə, ˌɑɡwɑˈðiɑ","ˌɑ:gwəˈdi:ə, ˌɑ:gwɑ:ˈði:ɑ:"
aguacate%0A,ˌɑɡwəˈkɑti,ˌɑ:gwəˈkɑ:ti:
aguascalientes%0A,ˌɑɡwɑskɑˈljɛntɛs,ˌɑ:gwɑ:skɑ:ˈljentes
ah%0A,ɑ,ɑ:
aha%0A,ɑˈhɑ,ɑ:ˈhɑ:
ahead%0A,əˈhɛd,əˈhed
ahh%0A,'əh,'əh
ahn%0A,'ɑn,'ɑ:n
ahold%0A,əˈhold,ə'həʊld
ahoy%0A,əˈhɔɪ,əˈhɔɪ
ai%0A,aɪ,ai
aid%0A,ed,eɪd
aide%0A,ed,eɪd
aided%0A,'eɪdɪd,'eɪdɪd
aiken%0A,ˈekən,ˈeikən
aileron%0A,ˈeɪlərɑn,ˈeɪlərɒn
ailerons%0A,'eɪlərɒnz,'eɪlərɒnz
ailey%0A,"ˈeli, ˈaɪli","ˈeɪli:, ˈaɪli:"
ail%0A,el,eɪl
ailment%0A,ˈelmənt,ˈeɪlmənt
aim%0A,em,eɪm
ailurophile%0A,aɪ'lʊrəˌfaɪl,eɪ'lʊərəfaɪl
aimless%0A,ˈemlɪs,ˈeɪmləs
aiming%0A,'eɪmɪŋ,'eɪmɪŋ
aimlessly%0A,ˈemlɪslɪ,'eɪmləslɪ
ain't%0A,ent,eɪnt
airbag%0A,ˈerəbæg,ˈeəbæg
airbase%0A,ˈerbeɪs,ˈeəbeɪs
air%0A,er,eə(r)
airbus%0A,'erbʌs,'eəbʌs
airborne%0A,ˈerbɔrn,ˈeəbɔ:n
airboat%0A,'eərboʊt,'eərbəʊt
airconditioned%0A,erkən'dɪʃnd,eəkən'dɪʃnd
aircondition%0A,'erkəndɪʃən,'eəkəndɪʃən
airconditioner%0A,erkən'dɪʃənər,eəkən'dɪʃənər
airconditioning%0A,erkən'dɪʃnɪŋ,eəkən'dɪʃnɪŋ
aircrew%0A,ˈerkru,ˈeəkru:
aircraft%0A,ˈerkræft,ˈeəkrɑ:ft
airdrop%0A,ˈerdrɑp,ˈeədrɒp
airedale%0A,ˈerdeɪl,ˈeədeɪl
airfare%0A,ˈerfer,ˈeəfeə(r)
airfield%0A,ˈerfild,ˈeəfi:ld
airflow%0A,ˈerfloʊ,ˈeəfləʊ
airfoil%0A,ˈerfɔɪl,ˈeəfɔɪl
airfone%0A,eərf'wʌn,eərf'wʌn
airforce%0A,'erfɔs,'eəfɔ:s
airglow%0A,'eərɡloʊ,'eərɡləʊ
airframe%0A,'erˌfreɪm,'eəˌfreɪm
airhead%0A,ˈerhed,ˈeəhed
airfreight%0A,ˈerfreɪt,ˈeəfreɪt
airless%0A,ˈerləs,ˈeələs
airing%0A,ˈerɪŋ,ˈeərɪŋ
airlift%0A,ˈerlɪft,ˈeəlɪft
airline%0A,ˈerlaɪn,ˈeəlaɪn
airliner%0A,ˈerlaɪnə(r),ˈeəlaɪnə(r)
airlines%0A,'erlaɪns,'erlaɪns
airlock%0A,ˈerlɑk,ˈeəlɒk
airmail%0A,ˈermeɪl,ˈeəmeɪl
airman%0A,ˈermən,ˈeəmən
airmen%0A,'ermən,'eəmən
airplane%0A,ˈerpleɪn,ˈeəpleɪn
airport%0A,ˈerpɔrt,ˈeəpɔ:t
airports%0A,'erpɔts,'eəpɔ:ts
airpower%0A,'eərpaʊər,'eərpaʊər
airship%0A,ˈerʃɪp,ˈeəʃɪp
airspace%0A,ˈerspeɪs,ˈeəspeɪs
airstrike%0A,'erˌstraɪk,'erˌstraɪk
airspeed%0A,ˈerəspid,ˈeəspi:d
airstrip%0A,ˈerstrɪp,ˈeəstrɪp
airtime%0A,ˈertaɪm,ˈeətaɪm
airwaves%0A,ˈerweɪvz,ˈeəweɪvz
airwave%0A,'erˌweɪv,'eəˌweɪv
airway%0A,ˈerweɪ,ˈeəweɪ
airways%0A,'erˌweɪz,'eəweɪz
airtight%0A,ˈertaɪt,ˈeətaɪt
airworthy%0A,ˈerwɜrði,ˈeəwɜ:ði
airy%0A,ˈeri,ˈeəri
aisle%0A,aɪl,aɪl
ajar%0A,əˈdʒɑr,əˈdʒɑ:(r)
ajax%0A,ˈeˌdʒæks,ˈeɪˌdʒæks
ajinomoto%0A,eɪdʒɪnoʊ'moʊtoʊ,eɪdʒɪnəʊ'məʊtəʊ
aka%0A,ˌeɪkeɪ'eɪ,ˌeɪ keɪ ˈeɪ
akashi%0A,ɑˈkɑʃi,ɑ:ˈkɑ:ʃi
akbar%0A,ˈækbɑr,ˈækbɑ:
akihito%0A,ˌɑkiˈhito,ˌɑ:ki:ˈhi:təʊ
akin%0A,əˈkɪn,əˈkɪn
akimbo%0A,əˈkɪmboʊ,əˈkɪmbəʊ
akita%0A,"ɑˈkitə, ˈɑkɪˌtɑ",ɑ:ˈki:tə
akkadian%0A,əˈkediən,"əˈkeidiən,-ˈkɑ:-"
akron%0A,ˈækrən,ˈækrən
ala%0A,ˈelə,ˈeilə
alabama%0A,ˌælə'bæmə,ˌælə'bæmə
alabaster%0A,ˈæləbæstə(r),ˈæləbɑ:stə(r)
alachlor%0A,æ'læklɔ,æ'læklɔ:
alacrity%0A,əˈlækrɪti,əˈlækrəti
aladdin%0A,əˈlædn,əˈlædɪn
alai%0A,ˈɑˌlaɪ,ˈɑ:ˌlaɪ
alamein%0A,ˌæləˈmen,ˌæləˈmein
alameda%0A,ˌælə'meɪdə,ˌælə'meɪdə
alamo%0A,'æləˌmoʊ,'æləˌməʊ
alar%0A,'eɪlə,'eɪlə
alaric%0A,ˈælərɪk,ˈælərɪk
alarm%0A,əˈlɑrm,əˈlɑ:m
alarmed%0A,əˈlɑrmd,əˈlɑ:md
alarming%0A,əˈlɑrmɪŋ,əˈlɑ:mɪŋ
alarmist%0A,əˈlɑrmɪst,əˈlɑ:mɪst
alas%0A,əˈlæs,əˈlæs
alaska%0A,əˈlæskə,əˈlæskə
alba%0A,'ælbə,'ælbə
albacore%0A,'ælbəˌkoʊr,'ælbəkɔ:
albania%0A,æl'beɪnɪr,æl'beɪnɪə
albanian%0A,æl'beɪnɪrn,æl'beɪnɪən
