Word,American,English
chaddock,NULL,NULL
chadian,'tʃædɪrn,'tʃædɪən
chadick,NULL,NULL
chadron,NULL,NULL
chadwell,NULL,NULL
chadwick,ˈtʃædwɪk,ˈtʃædwik
chadwick's,NULL,NULL
chae,NULL,NULL
chaebol,NULL,NULL
chafe,tʃef,tʃeɪf
chafed,NULL,tʃeɪft
chafee,NULL,NULL
chafee's,NULL,NULL
chafes,NULL,tʃeɪfs
chafete,NULL,NULL
chaff,tʃæf,tʃɑ:f
chaffee,NULL,NULL
chaffin,NULL,NULL
chaffins,NULL,NULL
chaffy,'tʃɑfɪ,'tʃɑ:fɪ
chafin,NULL,NULL
chafing,'tʃeɪfɪŋ,'tʃeɪfɪŋ
chagall,NULL,NULL
chagnon,NULL,NULL
chagrin,ʃəˈgrɪn,ˈʃægrɪn
chagrined,ʃəˈɡrɪnd,'ʃæɡrɪnd
chai,NULL,NULL
chaiken,NULL,NULL
chaikin,NULL,NULL
chaim,NULL,NULL
chain,tʃen,tʃeɪn
chain's,NULL,NULL
chained,tʃeɪnd,tʃeɪnd
chaining,tʃeɪnɪŋ,tʃeɪnɪŋ
chains,tʃeɪnz,tʃeɪnz
chainsaw,ˈtʃeɪnsɔː,ˈtʃeɪnsɔ:
chainsaws,NULL,NULL
chair,tʃer,tʃeə(r)
chaired,NULL,NULL
chaires,NULL,NULL
chairez,NULL,NULL
chairing,NULL,NULL
chairman,ˈtʃermən,ˈtʃeəmən
chairman's,NULL,NULL
chairmanship,ˈtʃerəmənʃɪp,ˈtʃeəmənʃɪp
chairmanships,NULL,ˈtʃeəmənˌʃɪps
chairmen,'tʃermən,'tʃeəmən
chairperson,ˈtʃerpɜrsn,ˈtʃeəpɜ:sn
chairs,NULL,tʃɛəz
chairwoman,ˈtʃerəwʊmən,ˈtʃeəwʊmən
chairwomen,'tʃerwɪmɪn,'tʃeəwɪmɪn
chaise,ʃez,ʃeɪz
chaisson,NULL,NULL
chait,NULL,tʃait
chajet,NULL,NULL
chalabi,NULL,NULL
chalcedony,kæl'sedənɪ,kæl'sedənɪ
chalet,ʃæˈleɪ,ˈʃæleɪ
chalets,NULL,ʃæˈleɪz
chalfant,NULL,NULL
chalfin,NULL,NULL
chalice,ˈtʃælɪs,ˈtʃælɪs
chalk,tʃɔk,tʃɔ:k
chalked,tʃɔkt,tʃɔ:kt
chalker,NULL,NULL
chalking,'tʃɔkɪŋ,'tʃɔ:kɪŋ
chalkley,NULL,NULL
chalks,NULL,tʃɔ:ks
challender,NULL,NULL
challenge,ˈtʃæləndʒ,ˈtʃæləndʒ
challenged,ˈtʃæləndʒd,ˈtʃælɪndʒd
challenger,ˈtʃæləndʒɚ,ˈtʃælɪndʒə(r)
challenger's,NULL,NULL
challengers,NULL,ˈtʃælindʒəz
challengery,NULL,NULL
challenges,NULL,ˈtʃælindʒz
challenging,ˈtʃæləndʒɪŋ,ˈtʃælɪndʒɪŋ
challis,'ʃælɪs,'ʃælɪs
chalmers,NULL,NULL
chalmette,NULL,NULL
chaloupka,NULL,NULL
chalsty,NULL,NULL
chalupa,'tʃælʊpə,'tʃælʊpə
cham,kæm,kæm
chamber,ˈtʃembɚ,ˈtʃeɪmbə(r)
chamber's,NULL,NULL
chambered,'tʃeɪmbəd,'tʃeɪmbəd
chamberlain,ˈtʃeɪmbərlɪn,ˈtʃeɪmbəlɪn
chamberlain's,NULL,NULL
chamberland,NULL,NULL
chamberlayne,NULL,NULL
chamberlin,NULL,NULL
chambers,NULL,ˈtʃeimbəz
chambers's,NULL,NULL
chamblee,NULL,NULL
chambless,NULL,NULL
chamblin,NULL,NULL
chambliss,NULL,NULL
chambon,NULL,NULL
chameleon,"kəˈmiljən, -ˈmiliən",kəˈmi:liən
chamlee,NULL,NULL
chamlong,NULL,NULL
chamness,NULL,NULL
chamonix,NULL,'ʃæməni:
chamorro,NULL,NULL
chamorro's,NULL,NULL
champ,tʃæmp,tʃæmp
champa,NULL,NULL
champagne,ʃæmˈpen,ʃæmˈpeɪn
champagnes,NULL,NULL
champaign,ʃæm'peɪn,ʃæm'peɪn
champeau,NULL,NULL
champine,NULL,NULL
champion,'tʃæmpɪən,ˈtʃæmpiən
champion's,NULL,NULL
championed,NULL,NULL
championing,NULL,NULL
champions,NULL,ˈtʃæmpjənz
championship,ˈtʃæmpiənˌʃɪp,ˈtʃæmpiənʃɪp
championships,t'ʃæmpɪrnʃɪps,t'ʃæmpɪənʃɪps
champlain,NULL,ʃæm'plein
champlin,NULL,NULL
champney,NULL,NULL
champoux,NULL,NULL
champs,NULL,tʃæmps
chan,tʃæn,tʃæn
chan's,NULL,NULL
chana,t'ʃənə,t'ʃənə
chance,tʃæns,tʃɑ:ns
chancellor,"ˈtʃænsəlɚ, -slɚ",'tʃɑ:nsələ(r)
chancellor's,NULL,NULL
chancellors,NULL,ˈtʃɑ:nsələz
chancery,ˈtʃænsəri,ˈtʃɑ:nsəri
chances,NULL,tʃɑ:nsiz
chancey,NULL,NULL
chancy,ˈtʃænsi,ˈtʃɑ:nsi
chand,NULL,NULL
chanda,NULL,NULL
chandelier,ˌʃændəˈlɪr,ˌʃændəˈlɪə(r)
chandeliers,NULL,ˌʃændəˈlɪəz
chandler,ˈtʃændlə(r),ˈtʃɑ:ndlə(r)
chandler's,NULL,NULL
chandley,NULL,NULL
chandon,NULL,NULL
chandra,NULL,NULL
chandrika,NULL,NULL
chanel,NULL,ʃəˈnel
chaney,NULL,NULL
chang,tʃæŋ,tʃɑ:ŋ
changchun,ˈtʃɑŋˈtʃʊn,ˈtʃɑ:ŋˈtʃun
change,tʃendʒ,tʃeɪndʒ
changeable,ˈtʃendʒəbəl,ˈtʃeɪndʒəbl
changed,tʃendʒd,tʃeɪndʒd
changeover,ˈtʃeɪndʒoʊvə(r),ˈtʃeɪndʒəʊvə(r)
changeovers,NULL,ˈtʃeindʒˈəuvəz
changer,'tʃeɪndʒər,'tʃeɪndʒə(r)
changers,NULL,NULL
changes,tʃendʒs,tʃendʒs
changing,'tʃeɪndʒɪŋ,'tʃeɪndʒɪŋ
changsho,NULL,NULL
chanin,NULL,NULL
chanley,NULL,NULL
channel,ˈtʃænəl,ˈtʃænl
channel's,NULL,NULL
channeled,'tʃænəld,'tʃænəld
channeling,'tʃænəlɪŋ,'tʃænəlɪŋ
channell,NULL,NULL
channell's,NULL,NULL
channels,'tʃænlz,'tʃænlz
channing,NULL,'tʃæniŋ
channon,NULL,NULL
chanos,NULL,NULL
chant,tʃænt,tʃɑ:nt
chantal,NULL,NULL
chanted,NULL,tʃɑ:ntid
chantilly,NULL,ʃæn'tili
chanting,'tʃɑntɪŋ,'tʃɑ:ntɪŋ
chants,NULL,tʃɑ:nts
chanukah,"ˈūɑnəkə, ˈhɑ-",ˈkɑ:nuˌkɑ:
chany,NULL,NULL
chao,NULL,tʃaʊ
chaos,ˈkeɪɑs,ˈkeɪɒs
chaotic,keɪˈɑtɪk,keɪˈɒtɪk
chap,tʃæp,tʃæp
chapa,NULL,NULL
chaparral,ˌʃæpə'ræl,ˌʃæpəˈræl
chaparro,NULL,NULL
chapas,NULL,NULL
chapdelaine,NULL,NULL
chapek,NULL,NULL
chapel,ˈtʃæpəl,ˈtʃæpl
chapel's,NULL,NULL
chapell,NULL,NULL
chapelle,NULL,NULL
chaperone,ˈʃæpəˌron,ˈʃæpərəʊn
chaperoning,NULL,ˈʃæpərəʊnɪŋ
chaperones,NULL,ˈʃæpərəʊnz
chapin,tʃə'pɪn,tʃə'pɪn
chaplain,ˈtʃæplɪn,ˈtʃæplɪn
chaplains,t'ʃæplɪnz,t'ʃæplɪnz
chaplan,NULL,NULL
chaplin,ˈtʃæplɪn,ˈtʃæplɪn
chaplin's,NULL,NULL
chapman,'tʃæpmən,'tʃæpmən
chapman's,NULL,NULL
chapnick,NULL,NULL
chapoton,NULL,NULL
chapp,NULL,NULL
chappaquiddick,NULL,NULL
chappel,NULL,NULL
chappelear,NULL,NULL
chappell,NULL,NULL
chappelle,NULL,NULL
chappie,'tʃæpɪ,'tʃæpɪ
chapple,NULL,NULL
chappuis,NULL,NULL
chaps,tʃæps,tʃæps
chapter,ˈtʃæptɚ,ˈtʃæptə(r)
chapters,NULL,ˈtʃæptəz
chaput,NULL,NULL
char,tʃɑr,tʃɑ:(r)
chara,'ʃærə,'ʃærə
character,ˈkærəktɚ,ˈkærəktə(r)
character's,NULL,NULL
characteristic,ˌkærəktəˈrɪstɪk,ˌkærəktəˈrɪstɪk
characteristically,ˈkærɪktəˈrɪstɪklɪ,ˌkærəktə'rɪstɪklɪ
characteristics,ˌkærɪktə'rɪstɪk,ˌkærɪktə'rɪstɪk
characterization,ˌkærəktəraɪ'zeɪʃn,ˌkærəktəraɪˈzeɪʃn
characterizations,kærɪktəraɪ'zeɪʃənz,kærɪktəraɪ'zeɪʃənz
characterize,ˈkærəktəˌraɪz,ˈkærəktəraɪz
characterized,NULL,ˈkæriktəraizd
characterizes,NULL,ˈkæriktəraiziz
characterizing,NULL,ˈkæriktəraizɪŋ
characters,'kærɪktɚz,'kærɪktəz
charade,ʃəˈreɪd,ʃəˈrɑ:d
charades,ʃə'rɑdz,ʃə'rɑ:dz
charasse,NULL,NULL
charbonneau,NULL,NULL
charbonnet,NULL,NULL
charcoal,ˈtʃɑrkoʊl,ˈtʃɑ:kəʊl
charcoals,NULL,ˈtʃɑ:kəulz
chard,tʃɑrd,tʃɑ:d
chardonnay,ˈʃɑrdəneɪ,ˈʃɑ:dəneɪ
chardonnays,NULL,NULL
charen,NULL,NULL
charen's,NULL,NULL
charest,NULL,NULL
charette,NULL,NULL
charge,tʃɑrdʒ,tʃɑ:dʒ
chargeable,ˈtʃɑrdʒəbl,ˈtʃɑ:dʒəbl
charged,tʃɑrdʒd,tʃɑ:dʒd
charger,ˈtʃɑrdʒə(r),ˈtʃɑ:dʒə(r)
chargers,NULL,ˈtʃɑ:dʒəz
charges,t'ʃɑdʒɪz,t'ʃɑ:dʒɪz
chargeurs,NULL,NULL
charging,'tʃɑdʒɪŋ,tʃɑ:dʒɪŋ
chargit,NULL,NULL
chargois,NULL,NULL
chariot,ˈtʃæriət,ˈtʃæriət
chariots,NULL,ˈtʃæri:əts
charisma,kəˈrɪzmə,kəˈrɪzmə
charismatic,ˌkærɪzˈmætɪk,ˌkærɪzˈmætɪk
charismatics,NULL,NULL
charissa,NULL,NULL
charita,NULL,NULL
charitable,ˈtʃærɪtəbəl,ˈtʃærətəbl
charitably,'tʃærətəblɪ,'tʃærətəblɪ
charities,NULL,ˈtʃæritiz
charity,ˈtʃærɪti,ˈtʃærəti
charity's,NULL,NULL
charla,NULL,NULL
charland,NULL,NULL
charlatan,ˈʃɑrlətən,ˈʃɑ:lətən
charlatans,NULL,ˈʃɑ:lətənz
charlayne,NULL,NULL
charle,NULL,NULL
charlebois,NULL,NULL
charleen,NULL,NULL
charlemagne,ˈʃɑrləˌmen,ˈʃɑ:ləˈmein
charlene,NULL,ʃɑ:ˈli:n
charles,tʃɑrlz,tʃɑ:lz
charles's,NULL,NULL
charleston,NULL,NULL
charleston's,NULL,NULL
charlestown,NULL,"'tʃɑ:l,staun"
charlesworth,NULL,NULL
charlet,NULL,NULL
charlevoix,NULL,NULL
charley,NULL,NULL
charley's,NULL,NULL
charlie,ˈtʃɑrli,ˈtʃɑ:li
charlie's,NULL,NULL
charlier,NULL,NULL
charline,NULL,NULL
charlot,NULL,NULL
charlotte,ˈʃɑrlət,ˈʃɑ:lət
charlotte's,NULL,NULL
charlottesville,NULL,'ʃɑ:lətsvil
charlottetown,ˈʃɑrlətˌtaʊn,ˈʃɑ:ləttaun
charlotteville,NULL,NULL
charls,NULL,NULL
charlson,NULL,NULL
charlton,NULL,NULL
charm,tʃɑrm,tʃɑ:m
charmain,NULL,NULL
charmaine,NULL,NULL
charmed,tʃɑrmd,tʃɑ:md
charmer,ˈtʃɑrmə(r),ˈtʃɑ:mə(r)
charmers,NULL,ˈtʃɑ:məz
charmian,NULL,ˈtʃɑ:miən
charming,ˈtʃɑrmɪŋ,ˈtʃɑ:mɪŋ
charmingly,ˈtʃɑrmɪŋlɪ,'tʃɑ:mɪŋlɪ
charmion,NULL,NULL
charms,NULL,tʃɑ:mz
charney,NULL,NULL
charnley,NULL,NULL
charnock,NULL,NULL
charon,NULL,NULL
charpentier,NULL,NULL
charpie,ʃɑ'pi,ʃɑ:'pi:
charred,tʃɑrd,ˈtʃɑ:d
charren,NULL,NULL
charrette,ʃe'ret,ʃə'ret
charrier,NULL,NULL
charring,tʃɑrɪŋ,tʃɑ:rɪŋ
charron,NULL,NULL
charry,'tʃɑrɪ,'tʃɑ:rɪ
chart,tʃɑrt,tʃɑ:t
charted,NULL,NULL
charter,ˈtʃɑrtə(r),ˈtʃɑ:tə(r)
charter's,NULL,NULL
chartered,ˈtʃɑrtərd,ˈtʃɑ:təd
charterhouse,ˈtʃɑrtɚˌhaʊs,ˈtʃɑ:təhaus
chartering,'tʃɑtərɪŋ,'tʃɑ:tərɪŋ
charters,NULL,ˈtʃɑ:təz
chartier,NULL,NULL
charting,tʃɑtɪŋ,tʃɑ:tɪŋ
chartist,NULL,ˈtʃɑ:tist
chartists,NULL,NULL
chartrand,NULL,NULL
chartres,NULL,'ʃɑ:trə
chartreuse,ʃɑrˈtruz,ʃɑ:ˈtrɜ:z
charts,NULL,tʃɑ:ts
chartwell,NULL,NULL
charwoman,ˈtʃɑrwʊmən,ˈtʃɑ:wʊmən
charwomen,'tʃɑwɪmɪn,'tʃɑ:wɪmɪn
chary,ˈtʃeri,ˈtʃeəri
charyl,NULL,NULL
chas,NULL,NULL
chase,tʃes,tʃeɪs
chase's,NULL,NULL
chased,NULL,NULL
chasen,NULL,NULL
chaser,ˈtʃesɚ,ˈtʃeɪsə(r)
chasers,NULL,ˈtʃeisəz
chases,NULL,tʃeisiz
chasin,NULL,NULL
chasing,'tʃeɪsɪŋ,'tʃeɪsɪŋ
chaska,NULL,NULL
chasm,ˈkæzəm,ˈkæzəm
chason,NULL,NULL
chasse,ʃæ'seɪ,ˈʃæseɪ
chassis,ˈʃæsi,ˈʃæsi
chastain,NULL,NULL
chaste,tʃest,tʃeɪst
chasteen,NULL,NULL
chasten,ˈtʃesən,ˈtʃeɪsn
chastened,'tʃeɪsnd,'tʃeɪsnd
chastise,"tʃæsˈtaɪz, ˈtʃæsˌtaɪz",tʃæˈstaɪz
chastised,NULL,tʃæsˈtaɪzd
chastises,NULL,tʃæsˈtaɪziz
chastising,NULL,tʃæsˈtaɪzɪŋ
chastity,ˈtʃæstɪti,ˈtʃæstəti
chat,tʃæt,tʃæt
chataqua,NULL,NULL
chateau,ʃæˈto,ʃæˈtəʊ
chateaux,ʃæ'toʊz,ʃæ'təʊz
chatfield,NULL,NULL
chatham,ˈtʃætəm,ˈtʃætəm
chatichai's,NULL,NULL
chatihachi's,NULL,NULL
chatman,NULL,NULL
chato,NULL,NULL
chatihachi,NULL,NULL
chats,tʃæts,tʃæts
chatswood,NULL,NULL
chatsworth,NULL,NULL
chattahoochee,NULL,",tʃætə'hu:tʃi:"
chattahoochee's,NULL,NULL
chattanooga,ˌtʃætəˈnuɡə,ˌtʃætəˈnu:ɡə
chattanooga's,NULL,NULL
chattanuga,NULL,NULL
chatted,NULL,tʃætid
chattel,ˈtʃætl,ˈtʃætl
chatter,ˈtʃætɚ,ˈtʃætə(r)
chattering,t'ʃætərɪŋ,t'ʃætərɪŋ
chatterjee,NULL,NULL
chatterton,ˈtʃætətən,ˈtʃætətn
chatterton's,NULL,NULL
chattin,NULL,NULL
chatting,'tʃætɪŋ,'tʃætɪŋ
chatty,ˈtʃæti,ˈtʃæti
chatwin,NULL,NULL
chatz,NULL,NULL
chatz's,NULL,NULL
chau,NULL,NULL
chaucer,ˈtʃɔsɚ,ˈtʃɔ:sə
chaucer's,NULL,NULL
chaudhry,NULL,NULL
chaudoin,NULL,NULL
chauffeur,ʃoʊˈfɜr,ˈʃəʊfə(r)
chauffeur's,NULL,NULL
chauffeured,NULL,ˈʃəufəd
chauffeurs,NULL,ˈʃəufəz
chaumet,NULL,NULL
chaunce,NULL,NULL
chauncey,NULL,"ˈtʃɔ:nsi,ˈtʃɑ:nsi"
chauncy,NULL,NULL
chaus,tʃaʊs,tʃaʊs
chausse,NULL,NULL
chaussee,ʃoʊ'seɪ,ʃəʊ'seɪ
chautauqua,NULL,ʃəˈtɔ:kwə
chautauquan,NULL,NULL
chautauquans,NULL,NULL
chauvin,NULL,NULL
chauvinism,ˈʃoʊvɪnɪzəm,ˈʃəʊvɪnɪzəm
chauvinist,ˈʃoʊvɪnɪst,ˈʃəʊvɪnɪst
chauvinistic,ˌʃoʊvɪ'nɪstɪk,ˌʃəʊvɪ'nɪstɪk
chauvinists,NULL,NULL
chavarria,NULL,NULL
chavers,NULL,NULL
chaves,NULL,NULL
chavez,NULL,NULL
chavin,NULL,NULL
chavira,NULL,NULL
chavis,NULL,NULL
chaw,tʃɔ,tʃɔ:
chayon,NULL,NULL
chaz,NULL,NULL
chazen,NULL,NULL
che,NULL,",sietʃ'i"
che's,NULL,NULL
chea,NULL,NULL
cheadle,NULL,NULL
cheane,NULL,NULL
cheane's,NULL,NULL
cheaney,NULL,NULL
cheap,tʃip,tʃi:p
cheapen,ˈtʃipən,ˈtʃi:pən
cheapened,NULL,ˈtʃi:pənd
cheapening,NULL,ˈtʃi:pənɪŋ
cheapens,NULL,ˈtʃi:pənz
cheaper,'tʃipər,'tʃi:pər
cheapest,tʃipɪst,tʃi:pɪst
cheaply,ˈtʃiplɪ,ˈtʃi:pli
cheapness,'tʃipnəs,'tʃi:pnəs
cheapo,ˈtʃipoʊ,ˈtʃi:pəʊ
cheapskate,ˈtʃipˌsket,ˈtʃi:pskeɪt
cheat,tʃit,tʃi:t
cheated,NULL,tʃi:tid
cheater,'tʃitə,'tʃi:tə
cheaters,t'ʃitərz,t'ʃi:tərz
cheatham,NULL,NULL
cheating,'tʃɪtɪŋ,tʃi:tɪŋ
cheats,t'ʃits,t'ʃi:ts
cheatwood,NULL,NULL
chechen,NULL,tʃə'tʃen
chechen's,NULL,NULL
chechens,NULL,NULL
chechnya,NULL,NULL
chechnya's,NULL,NULL
chechnyan's,NULL,NULL
chechnyan,NULL,NULL
chechnyans,NULL,NULL
check,tʃɛk,tʃek
checkbook,ˈtʃɛkˌbʊk,ˈtʃekˌbʊk
checkbooks,NULL,ˈtʃekˌbʊks
checked,tʃɛkt,tʃekt
checker,ˈtʃɛkɚ,ˈtʃekə(r)
checkerboard,ˈtʃekərbɔrd,ˈtʃekəbɔ:d
checkerboarding,t'ʃekəbɔdɪŋ,t'ʃekəbɔ:dɪŋ
checkerboards,NULL,NULL
checkered,ˈtʃɛkəd,'tʃekəd
checkers,ˈtʃekərz,ˈtʃekəz
checketts,NULL,NULL
checking,'tʃekɪŋ,'tʃekɪŋ
checklist,ˈtʃɛkˌlɪst,ˈtʃeklɪst
checklists,NULL,ˈtʃekˌlɪsts
checkmate,ˈtʃɛkˌmet,ˌtʃekˈmeɪt
checkmates,NULL,ˈtʃekˌmeɪts
checkoff,'tʃekˌɔf,'tʃekɔ:f
checkout,ˈtʃɛkˌaʊt,ˈtʃekaʊt
checkouts,NULL,ˈtʃekauts
checkpoint,ˈtʃɛkˌpɔɪnt,ˈtʃekpɔɪnt
checkpoints,t'ʃekpɔɪnts,t'ʃekpɔɪnts
checks,t'ʃeks,t'ʃeks
checkup,ˈtʃɛkˌʌp,'tʃekʌp
checkups,NULL,ˈtʃekˌʌps
cheddar,ˈtʃɛdɚ,ˈtʃedə
cheddars,NULL,NULL
chedester,NULL,NULL
chee,NULL,NULL
cheech,NULL,NULL
cheek,tʃik,tʃi:k
cheekbone,ˈtʃikboʊn,ˈtʃi:kbəʊn
cheekbones,NULL,ˈtʃiːkˌbəʊnz
cheeked,NULL,tʃi:kt
cheeks,t'ʃiks,t'ʃi:ks
cheektowaga,NULL,NULL
cheeky,ˈtʃiki,ˈtʃi:ki
cheely,NULL,NULL
cheer,tʃɪr,tʃɪə(r)
cheered,tʃɪrd,tʃɪəd
cheerful,ˈtʃɪrfl,ˈtʃɪəfl
cheerfully,ˈtʃɪrfəlɪ,'tʃɪəfəlɪ
cheerier,NULL,ˈtʃɪəri:ə
cheeriest,NULL,NULL
cheering,ˈtʃɪrɪŋ,'tʃɪərɪŋ
cheerio,ˌtʃɪriˈoʊ,ˌtʃɪəriˈəʊ
cheerios,NULL,NULL
cheerleader,ˈtʃɪrlidə(r),ˈtʃɪəli:də(r)
cheerleaders,NULL,ˈtʃɪəˌli:dəz
cheerleading,'tʃɪrlidɪŋ,'tʃɪəli:dɪŋ
cheers,tʃɪrz,tʃɪəz
cheery,ˈtʃɪri,ˈtʃɪəri
cheese,tʃiz,tʃi:z
cheeseburger,ˈtʃizbɜrgə(r),ˈtʃi:zbɜ:gə(r)
cheeseburgers,NULL,ˈtʃi:zbə:ɡəz
cheesecake,ˈtʃizˌkek,ˈtʃi:zkeɪk
cheeseman,NULL,NULL
cheeser,NULL,NULL
cheeses,NULL,tʃi:ziz
cheesier,NULL,ˈtʃi:ziə
cheesiest,NULL,NULL
cheesman,NULL,NULL
cheesy,ˈtʃizi,ˈtʃi:zi
cheetah,ˈtʃitə,ˈtʃi:tə
cheetahs,NULL,ˈtʃi:təz
cheetal,NULL,NULL
cheetan,NULL,NULL
cheetham,NULL,NULL
cheever,NULL,NULL
chef,ʃɛf,ʃef
chef's,NULL,NULL
chefitz,NULL,NULL
chefs,NULL,ʃefs
cheil,NULL,NULL
chek,NULL,NULL
chekhov,"ˈtʃɛkɔf, -ɑf, -ɑv, ˈtʃjɛūəf",ˈtʃekɔf
chekhov's,NULL,NULL
chelan,NULL,NULL
chelette,NULL,NULL
chelf,NULL,NULL
chell,NULL,NULL
chellis,NULL,NULL
chelmsford,NULL,'tʃelmsfəd
chelsea,ˈtʃɛlsi,ˈtʃelsi
chelsea's,NULL,NULL
chelyabinsk,NULL,'tʃeljɑ:binsk
chem,'kem,'kem
chema,NULL,NULL
chemania,NULL,NULL
chemdesign,NULL,NULL
chemed,NULL,NULL
chemel,NULL,NULL
chemical,ˈkɛmɪkəl,ˈkemɪkl
chemical's,NULL,NULL
chemically,'kemɪklɪ,'kemɪklɪ
chemicals,'kemɪklz,'kemɪklz
chemie,NULL,NULL
chemins,NULL,NULL
chemise,ʃəˈmiz,ʃəˈmi:z
chemist,ˈkɛmɪst,ˈkemɪst
chemistry,ˈkɛmɪstri,ˈkemɪstri
chemists,'kemɪsts,'kemɪsts
chemlawn,NULL,NULL
chemlawn's,NULL,NULL
chemo,ˈkimoʊ,ˈki:məʊ
chemotherapy,ˌkimoʊˈθerəpi,ˌki:məʊˈθerəpi
chen,NULL,NULL
chen's,NULL,NULL
chenard,NULL,NULL
chenault,NULL,NULL
chenette,NULL,NULL
chenevert,NULL,NULL
cheney,NULL,'tʃini
cheney's,NULL,NULL
cheng,NULL,NULL
chengdu,ˈtʃʌŋˈdu,ˈtʃʌŋˈdu:
chengxiang,NULL,NULL
chenier,'ʃɪnəri,'ʃɪnəri:
chennault,NULL,NULL
chenoweth,NULL,NULL
chenxiang,NULL,NULL
cheong,NULL,NULL
cher,NULL,ʃεə
cheramie,NULL,NULL
cherbourg,"ˈʃɛrˌbʊrɡ, ʃɛrˈbur",ˈʃɛəbuəɡ
cheri,NULL,NULL
cherico,NULL,NULL
cherie,NULL,ʃəri
cherish,ˈtʃɛrɪʃ,ˈtʃerɪʃ
cherished,NULL,ˈtʃeriʃt
cherishes,NULL,ˈtʃeriʃiz
cherishing,NULL,ˈtʃeriʃɪŋ
chermak,NULL,NULL
chern,NULL,NULL
cherne,NULL,NULL
chernenko,NULL,NULL
cherney,NULL,NULL
chernick,NULL,NULL
chernin,NULL,NULL
chernobyl,"tʃɚˈnobəl, tʃjɪrˈnɔbɪl",tʃiəˈnɔ:bil
chernobyl's,NULL,NULL
chernoff,NULL,NULL
chernomyrdin's,NULL,NULL
chernow,NULL,NULL
cherny,NULL,NULL
cherokee,"ˈtʃɛrəˌki, ˌtʃɛrəˈki",ˈtʃerəki:
cherokee's,NULL,NULL
cherokees,NULL,NULL
cherrapunji,NULL,ˌtʃerəˈpundʒi
cherrier,NULL,NULL
cherries,NULL,ˈtʃeri:z
cherrington,NULL,NULL
cherry,ˈtʃɛri,ˈtʃeri
cherry's,NULL,NULL
cherrystone,'tʃerɪˌstoʊn,'tʃerɪstəʊn
cherrystones,NULL,NULL
chert,tʃɜt,tʃɜ:t
chertoff,NULL,NULL
cherts,NULL,NULL
cherub,ˈtʃɛrəb,ˈtʃerəb
cherubic,tʃə'rubɪk,tʃə'ru:bɪk
cherubini,NULL,NULL
cherubs,NULL,ˈtʃerəbz
cherumirdan's,NULL,NULL
chervenak,NULL,NULL
chery,NULL,NULL
cheryl,'ʃerɪl,'ʃerɪl
ches,NULL,NULL
chesapeake,ˈtʃɛsəˌpik,ˈtʃesəpi:k
chesebro,NULL,NULL
chesher,NULL,NULL
cheshier,NULL,NULL
cheshire,ˈtʃeʃɪr,ˈtʃeʃə(r)
chesler,NULL,NULL
chesley,NULL,NULL
cheslock,NULL,NULL
chesney,NULL,NULL
chesnut,NULL,NULL
chesnutt,NULL,NULL
chess,tʃɛs,tʃes
chessboard,ˈtʃesbɔrd,ˈtʃesbɔ:d
chesser,NULL,NULL
chessboards,NULL,ˈtʃesbɔ:dz
chessher,NULL,NULL
chesshir,NULL,NULL
chessman,'tʃesmæn,ˈtʃesmæn
chesson,NULL,NULL
chest,tʃɛst,tʃest
chestang,NULL,NULL
chested,t'ʃestɪd,t'ʃestɪd
chester,NULL,NULL
chesterfield,ˈtʃestərfild,ˈtʃestəfi:ld
chesterman,NULL,NULL
chesters,NULL,NULL
chesterson,NULL,NULL
chesterton,ˈtʃɛstətən,ˈtʃestətən
chestman,NULL,NULL
chestnut,"ˈtʃɛsˌnʌt, -nət",ˈtʃesnʌt
chestnuts,t'ʃesnʌts,t'ʃesnʌts
chestnutt,NULL,NULL
cheston,NULL,NULL
chests,NULL,tʃests
chet,NULL,tʃet
chetwin,NULL,NULL
cheung,NULL,NULL
cheuse,NULL,NULL
cheuvront,NULL,NULL
chevalier,ˌʃevə'lɪr,ˌʃevə'lɪə
cheverly,NULL,NULL
cheves,NULL,NULL
chevette,NULL,NULL
chevies,NULL,NULL
chevik,NULL,NULL
cheviot,NULL,NULL
cheviots,NULL,NULL
chevis,NULL,NULL
chevrette,ʃəv'ret,ʃəv'ret
chevrier,NULL,NULL
chevrolet,NULL,ˈʃevrəulei
chevrolet's,NULL,NULL
chevrolets,NULL,NULL
chevron,ˈʃɛvrən,ˈʃevrən
chevron's,NULL,NULL
chevy,'tʃevɪ,'tʃevɪ
chevy's,NULL,NULL
chevys,NULL,NULL
chew,tʃu,tʃu:
chewed,NULL,tʃu:d
chewer,NULL,NULL
chewing,t'ʃuɪŋ,t'ʃu:ɪŋ
chewning,NULL,NULL
chews,NULL,tʃu:z
chewy,ˈtʃui,ˈtʃu:i
cheyenne,"ʃaɪˈɛn, -ˈæn",ʃaɪˈen
cheyennes,NULL,ʃaiˈenz
cheyenne's,NULL,NULL
cheyne,NULL,NULL
cheyney,NULL,NULL
chez,ʃe,ʃeɪ
chi,kaɪ,kaɪ
chi's,NULL,NULL
chia,'tʃiə,'tʃi:ə
chianese,NULL,NULL
chiang,NULL,'mæθju:
chiang's,NULL,NULL
chianti,"kiˈɑnti, -ˈæn-",kiˈænti
chiapas,NULL,tʃi'ɑ:pɑ:s
chiara,NULL,NULL
chiarella,NULL,NULL
chiarelli,NULL,NULL
chiarello,NULL,NULL
chiarenza,NULL,NULL
chiarnim,NULL,NULL
chiaro,NULL,NULL
